2812983995	2794459789,2555200739,2809774544,1645811739,2027543385,1546456947,2140833222,2799004531,1496230809,2579631673,1801384483,2806375653,2056903700,2167514886,2611386806,2019119165,2606140367,659068132,2474727235,2736529262,2112541646,2068405314,2597907061,2531430265,2777506503,2559202706
1629990510	1876847967,1984834470,1993638595,1985712914,2320573975,2004168420,2799692534,1996592270,2077135476
2246879263	2055515196,1964274961,2037022438,1982322167,1994432499,2013627611,2029950903,2072872008,1967532168,2011757571,1978344032,1979023106
1899023356	2097727708,2022501833
2904912844	2164757243,1602120208,2626051448,1964154369,1893318396,2006561547,1986280275,1515824082,1602420091,1644124835,2088225413
2754962150	2016493615,2069370255,2023279849,2155857596,1903804808,2324048145,2087731171,2012114011,2569457803,2024764013,2081418227,1970534438,2151445536,2066056548,1985870799,2133865602,1992894246,1501589075
2792550355	2034251480,2780647994,1986168108,2127928040,2081153016,2069730903,1988281620,2034038120,2263609453,2044154164,1759597146,1919133474,2010364663,2086612234
2018124277	2083898563,1614998493,2329959536,2332678053,2317553861,2012685526
1976252846	1984023142,1968563650,1997837296,2057984067,2081296547,2056806628,2025738048,1996788066,1980957443,2049479604,2004731341,1998325718,2093861426,2592720901,2035993353,2041221279,2153839743,1987284573,1967698654,1969708388,2091804683,1792984574,2062125798,2170163127,2062230934,1999496204,2040334148,2085972183,2026046398,2060394771,1979243359
2760124610	2078021828,1495207392
2913037098	2043276874,1526354953
1634733160	1680914025,2600359423,2133302337,1623998688
2900936612	1982894294,2076734992,1987740641,1970920595,1493460179
2619505835	2121296270,2098442311,1998552385,2062396758,1494328098,2122556378,1964027127,1974269451,2334785988,2332639804,2045153175,2105564187,2039343706,2127884547,2074188625,2079375384,1704221288,2330616558,2144374920,2315503668,2008843871,2313800776,2078115699,2067557219,2414897912,2146275432,2003994932,2412284854,2055878835,2001312978,2335554130,1486337346,2075966481,2069145717,2320541585,2330056261,2315940047,2055842485,2300377089,2154043118,2050644501,1965797265,2261596211,2026352699,2055624975,2058905095,2033870813
2776586206	2612258767,2338585458
2607033255	1561880507,2260852807,1511232369,2026443688,2062024414,2396138047,2799257308,1997235324,1604728885,2021722152
2888504291	2075346611,1510124874,326669990,1659282975,2007343403
2781574298	2037953498,2118930206,2080079422,2152434138,2001699988,2000513734,2000317835,2040059039,2159855393,2078330415,2013793864,2095029021,2072414456,2077225059,2035993353,1522547328,2125945272,2074181235,2085972183,1997584318,1976390224,1577277830,2038575931
2298113052	1998067752,2147875900,2017607353,2091212723,1986255192,2069829273,2068144522,2086757916,1973330634,2593739891,2030260001,2124387525,2062478881,2002343800,1973146930,2007877891,2025940018,2014058866,2031224550,1988044292,2012520655,1970384842,2592618055,2137237477,1988621345,2058360989,2074643037,2155095321,2057010351,2121634014,2160974189,1989589910,2050608223,2133812512,2091068958,2053150427,2021003155,2072751707
2121415960	2088372421,2141562470,2031087051,2079843013,2139914847,2505024634,2098478492,2031765179,2129087975,2150575028,1625159267,1488655027,1989985084,1963826472,2069546008,1976776842,2111408625,2098216317,1997010002,1986148026,2076642466,2006294391,2174568001,2055775449,2317772849
2545247873	2336586620,2016246428,2055079703,1686382731,2051869207,2083423624,2767966692,1978513881,1571385165,1803891119,2345395937,2505136320,1631356911,2106985682,1965443961,2286527937,2014492194,2011208902,2025236523,2087829147,190408198,2091977156,2073781628,2009383886,1982855196,2037609284,2046788269,2156590677,2108491246,2519848407,2151642725
1670898165	2592799856,2416204122
2898002589	1963551001,2058577345,1986073694,2074950413,2052001223,1978623546,2005231341,2067477961
1549075055	2121917125,2084861574,2105843769,1981333746,2083921135,2762028199,2027580866,2017393308,2048157815,2052886605,2109704832,2032174421,2055636219,2027739474,2594004064,2099742408,1989825158,1606123795,2133081615,1604080103,1987901362
2221747767	2138520461,2180280353,1595348687,2330905518,322617345,2112546508,1504171473
2804106385	2015469700,1513059268,2045625658,2027277889,73041511,2784849751,2063559558,2076029597,1506552701,570492555,2750034834,2101250902,1994468436,2778472286,2441699240,1821971424,2008376824,1988374142,2016023907,1973180683
1965740433	2028000257,1997184055,2021575161,2087962186
2177994094	1529355630
2905269528	2883430812,2766723345,2894988401,2536038718,1851585686
106283375	2074462731,1994258568,2169776339,2162191938,2050074396,1985441151,1986381673,1980037474,1647250630,2006406221,1965624939,2075397329,2092191435,2060132252,2107240173,1963896906,2022966694,2080671775,2165105831,1964298390,2054221214
2806082593	1507409120,2056946916,1988086967,2051869207,1542471440,2063900882,2094281193,2024394111,2047856422,2032207635,1971683548,2081104969,1967782212,2050847409,2060600159,2089610453
2607769924	2031267270,2502799522,2408120653,2006286505,1819283243,2017828004,2087985353,2331472532,2012197762,1692753665,2413270780,2068470138,2022784815,2341094679,2329375048
2028609454	1986864574,2036150177,1976363375,2323781470,2079040309,2023569443,1556251234,2074475354,1992656825,578199039,2141314024,1994923419
2901232772	2430705980,1664633633,1991864623,1975642142,2092920334,2071852805,2024916245,2001592636,2225213047,2007817461,2095957849,2040232900,2760651128,2050493866,1981443800,2068291485,2017377840,2024352162,2416195381,2076189060
2767505813	55848811,2052132991,2118621407,1942604983,2075845262,1636130649,2044874733,2169878967,2293725701,2167503371,2123899739,2589144420,2027743223,1883251007,2531182712,1487991864,2159265447,1972768442,1985601475,2031618238,1672450601,2058469973,2164223862,2039182485,1746819321,2048209332,1618774571,2724847807,2096799072
2793650120	1966456031,2000165971,1981385936,1483893079
2299037162	1963728593,2798456356,2084144823,2072602565
2539222710	1552423937,2050092478
2513907496	2026913143,1988552613,2764095084,586045073,1740136654,2124247116,2078351665,2079947826,1607747143,1977650012,2010552302,1985056742,2078516151,2055306082,2094379817,1993395758
1741970338	2160787142,1986570185,2144085355,2141848494,1893785353,2052976411,2088499543,2157420668,1964178076
2797669148	2602309781,1545761024,1527296550,2041313937,2028624058,2593688965,2120016651,2089847742
2895707035	2012801463,2267836689,1992996353,2095482618,2038298527,2559927072,1999247192,608794380,1566057142,2055395775,2036273657,2574774005,1871615525,2032797100,1964204554,2279424789,1807984730,1983821361,2572084834,2154080901,2031360662,2171050905,2563165518,1935631887,2604325284,1910190001,2049735124,2163490846
2902775892	2294424216,1978455689,1975459443,2041523977,2171737318,2322439869,1969820214,2046864225,2053749669,1999340585
2804871081	1980904798,1988365973,2077118989,2022820481,2036649439,2021901382,2028565493,1992888030,2019832534,2009734372,2022039139,2088431067,1614420930,2013911361,2095058792
2899324757	2250072350,1557540967,2546630108,2013627611,2786899751,2461177743,2013947658,2084725009,2134085229,2775236578,2079602089,2149814355,2193567087,2755460724,2264002775,2135781929,1967874473,2778075645,1888490949,2475357003,2316365019,2312540410,2083367113,1852672695,2046133564,2809747253,2056715417,2034838092,2093528443,2158000927,2036346714,2124153680,2335477762,1979308046,2810419645,2024169570,2796474537,2253955368,2516228828,2199067331,2597839581,2769758822,2611016499,2767545053,2052382979,2619279616,1984389885,2509134942,1998550051,2582051290,179403034,2073848376,1893440361,1951405748,2114478036,2475382649,2140744998,2598683377,2622879788,2118452855,2336937015,2810624092,2202912644
2903295588	2468975785,2047908429,2094898651,2179375492,2042948910,1983178362,2032540611,2108536991,2085560157,2089080489,1510113810,2609987722,2172975867,1994958147,2160151465,2207446943,2052766824,2090811220,2039155572,1984518032,2043554066,2049644439,2080922987,1255811228,2018241700,2098853239
2101953793	2112130722,2107120226,1970988276,2071916323,2068494083,1988146303,2018918560,2096475520,2118989459,1980039745,2031360816,2078463625,2746998457,2033754750,2121549791,2054335322,2039263599,1998274008,2130776923,1963976429,2172242140,2022335071,2129592229,1976823094,2101512932,2084771264,1993748689,2024444168,2099827424,2067814893,2145491996,1993301662,1963699425,2059448777,1996348033,2104621553,2157389419,2020173052,2087547778,2035940723,1666993490,2014878137,2588882830,2049788569,2222240131,2235123205,2094464251,1495557049,2168460664,2031052637,2145123567,2016613867,2055777881,2057877034,2069889010,1984160861,2140940126,2071310054,1660956061,2058432759,2000898529,2159035247,2038143096,1974220186,2049830917,2172104169,2173503772,2178971503
2797229048	2066845053,2084118373,2595870466,2604190132,2152372542,2089573464,2105843769,1942304160,2014006065,2791383130,2028448017,2048157815,1976865423,1590184944,2060514731,2032174421,2142319084,2013722344,2798209409,2463926006,2028758302,2135615569,2018987949,2589894492,2059410036,2054521227,1877856200
2042590413	2053809564,648814226,1974563879,2058291547,2083506801
2528250698	2168248818,2008284899,2132817065,2013155738,2137761603,2262643274,2138704896,2166740761,434874813,2142211992,2073937499,1967590974,2122803078,2039489843,2099231026,1895591704,2105380935,2075514521,2276533724,2076553449,2078825859,2064104042,1976362152,2425382661,2172294131,1484977481
2317470523	2022617894,2111880510,2330992778
2899757214	2066966173,2107746395,2049794413,2047777896,2092084328,2619975713,2046528357,2078851442,1974359393,2054803818,2027132750,2810341307,1968535318,2068317257,2018136562,2061444804,2090668109,2086587063,2021149808,2569713119,1592214625,2001405518,1990541396,1571580642,2179567868,2095228559
2901129671	2008104685,2141246557,2617703913,121282825,1968896562,2133640696,2148821982,2108768892,2028416467,2334211951,645748567,1530280161,2329838488,2583568376,2113277001,2145023731,2594680180,1705245392
2807826271	2030761953,2143534614,1999717631,2605243911,2059885388,1961594228,1999228708,2291120925,2033191340,2095374362,2116004146,1813223549,1981368803,2078019609,2332088835,1968153078,2148424525,2030976617,1802734970,2685750502,2042468043,2516143478
2061653329	2084722249
2767852155	1669598283,1486187347,2029403139
2801170567	2086234069,2061446425,2325761343,2122024236,1973762071,1985414904,2024788357,2081535215,2060669525,2102723725,2011137800,2033307441,2077083915,2083085807
2890566597	2017472480,2043508110,1974928788,2072894219,2011838111,2058302064,1984131928,2004386359,2101341920,2035228018,1968008784,1631356911,2139300952,1987572537,2041251400,2033428839,2167656125,2028815089,2028394874,2067245261,2067122625,1963537325,2129265100,2061719698,1986718451,2106729908,1969551467,2010782321,2170858670
1789199591	2329121221,2159720890,1986209106,2147448377
2119160105	1978578075,1995765668,1997460054
2619712517	2129441532,2168847332,2170880428,2146318236,2523917704,2477339570,2106833918,2129807987,2473315843
2139296424	2041632209,1981581137,1985565137,2333148966,2006089035,1998155953
2898373261	2086504823,2574839832,2014830756,2083036673,2741539018,2006296837
2140505161	2142196042
2009493238	2105768274,2152629948,1988608048,2123749971,2105888545,2040846384,2138635315,1973216189,2148747844
2512171569	2029031264,1715562899,1988732659,2090679922,2027963622,2510247536,2254717374,1985807295,2149981874,2078433941,2105338656,1909359706,1684047365,1995274374,2140950522,2054664248,2067502036,2171939758,2337246341,2103975776,2147948004,2108313227
2889084284	2135559301,602424864,1996224247,2070301339,2505242481,563374509,1976355899,1979702350,2060248296,1996537607,2886694790,2093066676,589942569,2068843582,2022728291,1972675442,2103795164,2040080596,2003540213,1972544243,2110154847,177373862,1992085217,2045986740,1493654001,656473322,2125615295
2904556321	2617619501,2258297472,2024390895,2342662072,2575705757,2171090088,2119567691,2042454807,2621075233,2042103910,2735540341,2611027939,2097281067,2908597306,2090060441,2509028024,2173248099,1191599655,2055845120,1978645034,2478824889,2105788046,2090349153,1626155273,2781585732,2463406648,2045522464,1964667847,2159715570,2036001459,2043242561,2180742472,2157895134,2474721701,2087734489,2623431351,1964843652,2047005058,2037710455,2002342407
2335754950	2044565144,2550800700,2320202104,2052165439,2052093632,2061064597,2794352623
2808597591	2107585048,1504998298,2167014998,2320958321,352297584,2320344955,2216859579,2014084891,2023029053,2048960367,1987805535,2152843161,2132565565
1508099578	2065971829,2146458045,2032901690,2047935760,2060921884,2320145319,2070994199,104454308,2041498993,2156119012,2074505187
2779024806	1970252891
1989600018	1967632236,1970127494,2045738083,2085093563,2091190821,1988832971,2003169829,2065382771,1979544533,1986731219,2121929296,1981368803,2072479388,2067328332,2076462975,2041754264,2018404006,2021390897
2055211096	2067174613,1994185357,1986463445,2063737958,2026521817,2014049935,1968537746,2085247228,2079954354,2110590541,2031167335
2784403851	2023271753,2048418221,2014306514,1993779821,2397254365,2219848558,1978352693
2597287253	1501449776,2151615772,2562727117,2573939685
2082101640	2016196404,1968563650,2002801428,1988738349,1986933492,2020901847,2316413746,2028350036,2064756338,1966459618,2091696500,2153839743,2000487666,2107641573,2163142987,1971487905,2088726892,1980826561,2044868702,2093856853,2066230052,1969546033,2071668985,1967904733,2593076622,2157180524,2142739935,2057198157,1999603649,2032282864,2009336932,2158806457,2052436108,2082297209,2018056776,2086039575,2153746268,1985484222,2043488086,2049523897,2129606687,2091624980,2027590115
2281794586	1991399233,2082132586,2411509165,2201385158,2332898838,1996305222,2004610991,2026789303,2130008972,2318816679,1989273532,2066557724,1806622961,1989751608,2164708024
2742154562	2038675661,2208924444,2059755907,1967685281,2171034976,2047485586,1652418441,1963811960,2330991411,2074489302,1987729307,1983538176,2231880357,1553661501,2558616657,2068163719,2612059372,2059547838,1871137248,2056576695,1994823420,2299230591,2076565431,2074924470,2335565607,1994168807,2020849835,2130074705
2901703315	2214312724,2051295325,1980272483,2005784948,2084003379,2008061262,2044428643,2066442187,2143423258,2057351637,1967079543,2596066928,2016599486,2621275479,1998141434,2072024713,1971094790,2485134467,2062643265,2034580030,2070663376,2083590256,1970328249,1997310583,2066883388,2056673717,2085266415
2562055246	639636107,2798368384,2023784703,2009529861,2188199468,1846308321,2255457637
2346407557	2017535115,1981368803,2049079467,2085852290,1504980292,2030601089,1675163217,2043535587,2003193361
1623820722	2022852755,2074935444,2016260933,1994055522
2099971008	2040329791,2025921409,2064332667,2029768816,2080212518,1971314390,2023338705,2793548455,2046157086,1965761664,2109120455,2082776889,2054625634,333258110,1971779400,2078968666,2062690507,1988817816,1995267914,2051961723,2024273737
2906415546	2630837129,2216125271,2808571300,2599765304,2412782625,2787091153,2096299001,639708223,1507506748,2560023338,2151290401,2763794872,2535547924,2788608285,2888816914,2615547864,1690959182,2555182955,2770233088,1910657905,2102605133,2890090517,1522734439,2594519801,2809465549,1903029394
2898144455	2041109651,2893681226,2606702697,2793382149,2110703708,1518169716,2766528136,2611363182,2233433391,1571443838,2549239137,2612415694,2598211089,2896248949,2116554046,2604790978,2789232051,1498287865,2592045034,2808614814,2887058657
